"NoW March 13, 2019",0
GAMES,0
"Take-Two settles copyright case with another GTA V cheat creator: Defendant Erik Cameron acknowledges violations, pays undisclosed settlement",https://www.gamesindustry.biz/articles/2019-03-12-take-two-settles-copyright-case-with-another-gta-v-cheat-creator
Take-Two Interactive shares jump after Sony acquisition rumors ,http://www.gamasutra.com/view/news/338584/TakeTwo_Interactive_shares_jump_after_Sony_acquisition_rumors.php
"About those rumors Sony is buying Take-Two...: How ""purely unconfirmed market speculation"" turns into headlines around the industry",https://www.gamesindustry.biz/articles/2019-03-13-about-those-rumors-sony-is-buying-take-two
Sega pulls Judgment from sale in Japan following drug arrest ,http://www.gamasutra.com/view/news/338552/Sega_pulls_Judgment_from_sale_in_Japan_following_drug_arrest.php
Sega pulls Judgment from sale in Japan after actor arrested for alleged cocaine use: Publisher is considering next move after Pierre Taki admits to violating nation's drug laws,https://www.gamesindustry.biz/articles/2019-03-13-sega-pulls-judgment-from-sale-in-japan-after-actor-arrested-for-alleged-cocaine-use
Anita Sarkeesian talks about exposing gaming’s most toxic trends with sheer data,https://arstechnica.com/gaming/2019/03/anita-sarkeesian-on-battling-negative-tropes-with-data-imagining-new-worlds/
"Inclusion in games a pressing concern for players, according to survey ",http://www.gamasutra.com/view/news/338465/Inclusion_in_games_a_pressing_concern_for_players_according_to_survey.php
Spyro Reignited Trilogy now features subtitles in cutscenes,http://www.gamasutra.com/view/news/338591/Spyro_Reignited_Trilogy_now_features_subtitles_in_cutscenes.php
Activision adds classic Spyro subtitles months after fan outcry [Updated],https://arstechnica.com/gaming/2019/03/spyro-remaster-skips-subtitles-leaves-hard-of-hearing-gamers-in-the-cold/
War Child UK's Armistice fundraiser raised $380k in 2018,http://www.gamasutra.com/view/news/338490/War_Child_UKs_Armistice_fundraiser_raised_380k_in_2018.php
The 'equal pay and equal say' structure of the game dev studio KO_OP ,http://www.gamasutra.com/view/news/338495/The_equal_pay_and_equal_say_structure_of_the_game_dev_studio_KOOP.php
Don't Miss: Dealing with the scourge of burnout in game dev ,https://www.gamasutra.com/view/news/314419/The_Fire_Fades_Dealing_with_the_scourge_of_burnout_in_game_dev.php
EA says it failed in response to Sims influencer’s alleged sexual harassment,https://arstechnica.com/gaming/2019/03/ea-apologizes-for-slow-response-to-sims-influencers-alleged-sexual-harassment/
"EA apologises for delay in dealing with Sims community sexual predator: ""We are disappointed in how events have unfolded and we own our responsibility to that,"" says The Sims general manager",https://www.gamesindustry.biz/articles/2019-03-12-ea-apologises-for-delay-in-dealing-with-sims-community-sexual-predator
"Respawn has banned 355,000 in 'ongoing war' againstApex Legends cheaters ",http://www.gamasutra.com/view/news/338374/Respawn_has_banned_355000_in_ongoing_war_against_Apex_Legends_cheaters.php
"Respawn has banned over 355,000 Apex Legends cheaters since launch: ""We take cheating very seriously and care deeply about the health of Apex Legends for all players,"" says developer",https://www.gamesindustry.biz/articles/2019-03-11-apex-legends-has-banned-over-355-000-cheaters-in-a-monther
"MrBeast Drops Video Of Real Life, EA-Sponsored ‘Apex Legends’ Battle Starring 39 YouTubers Competing For $200,000",https://www.tubefilter.com/2019/03/13/mrbeast-ea-apex-legends-sponsorship-youtubers/
"App Annie: Tencent retains spot as top revenue-earning publisher for third year - NetEase takes second once more, Activision Blizzard rises to No. 3",https://www.gamesindustry.biz/articles/2019-03-12-app-annie-tencent-retains-spot-as-top-revenue-earning-publisher-for-third-year
NetEase and Tencent included in latest round of China game approvals ,http://www.gamasutra.com/view/news/338392/NetEase_and_Tencent_included_in_latest_round_of_China_game_approvals.php
Ninja reportedly earned $1m for promotion of Apex Legends: Top streamer Tyler Blevins one of the few paid for promotion of EA and Respawn's surprise release battle royale,https://www.gamesindustry.biz/articles/2019-03-13-ninja-reportedly-earned-USD1m-for-promotion-of-apex-legends
"Celebrities drop Fortnite dance lawsuits, but only temporarily ",http://www.gamasutra.com/view/news/338383/Celebrities_drop_Fortnite_dance_lawsuits_but_only_temporarily.php
Fortnite adjusts cross-platform play to separate out Switch and mobile users: Xbox One and PS4 players will be together by default with Switch and mobile in their own pool,https://www.gamesindustry.biz/articles/2019-03-13-fortnite-adjusts-cross-platform-play-to-separate-out-switch-and-mobile-users
‘The Carlton’ Dances Its Way Out of Copyright Protection,https://www.lexology.com/library/detail.aspx?g=1cb9ac67-397f-43f2-bd91-f483067c2037
"2 Milly, Alfonso Ribeiro, others drop lawsuits against Epic Games over dances: Supreme Court ruling on copyright law forces plaintiffs to wait for dances to be granted copyright registration",https://www.gamesindustry.biz/articles/2019-03-09-2-milly-alfonso-ribeiro-others-drop-lawsuits-against-epic-games-over-dances
"Valve removes rape fantasy game from Steam: ""We think 'Rape Day' poses unknown costs and risks and therefore won't be on Steam""",https://www.gamesindustry.biz/articles/2019-03-06-valve-removes-rape-fantasy-game-from-steam
"With Rape Day ban, Steam shows it’s not as “hands off” as it claims",https://arstechnica.com/gaming/2019/03/with-rape-day-ban-steam-shows-its-not-as-hands-off-as-it-claims/
"UK politician calls for review of Steam, sexually violent content ",http://www.gamasutra.com/view/news/338249/UK_politician_calls_for_review_of_Steam_sexually_violent_content.php
"Rape Day prompts call for UK government review: British MP questions how Valve is ""able to get away with this kind of stupidity""",https://www.gamesindustry.biz/articles/2019-03-07-rape-day-prompts-call-for-uk-government-review
When good monetization meets bad ethics: Riot Games' Leanne Loombe says the industry needs to be driven by more than revenue to avoid regulation,https://www.gamesindustry.biz/articles/2019-03-12-when-good-monetization-meets-bad-ethics
"Building a better world through games: Riot's Soha El-Sabaawi, Microsoft's Gabi Michel, Tru Luv's Brie Code, and Ubisoft's Kaitlin Tremblay discuss challenges and strategies for making the industry and the world beyond it a better place",https://www.gamesindustry.biz/articles/2019-03-07-building-a-better-world-through-games
New Microsoft app lets users stream PC games to an Xbox One ,http://www.gamasutra.com/view/news/338592/New_Microsoft_app_lets_users_stream_PC_games_to_an_Xbox_One.php
PS4 Remote Play is now possible on iPhones and iPads,http://www.gamasutra.com/view/news/338236/PS4_Remote_Play_is_now_possible_on_iPhones_and_iPads.php
Newest PS4 Update Lets You Stream Your PS4 Screen To iOS Devices,https://ca.ign.com/articles/2019/03/07/newest-ps4-update-lets-you-stream-your-ps4-screen-to-ios-devices
You can now play PlayStation 4 games on your iPhone,https://arstechnica.com/gaming/2019/03/iphones-get-ps4-remote-play-almost-five-years-after-sony-xperia-android-phones/
"Sony launches PS4 Remote Play for iOS: App allows users to play PS4 games on mobile device, but sans DualShock 4 controllers",https://www.gamesindustry.biz/articles/2019-03-07-sony-launches-ps4-remote-play-for-ios
PlayStation Now launches in 7 more countries,http://www.gamasutra.com/view/news/338466/PlayStation_Now_launches_in_7_more_countries.php
Google patent application describes notification system for multi-device controller: Filing unearthed ahead of big GDC reveal next week,https://www.gamesindustry.biz/articles/2019-03-11-google-patents-notification-system-for-multi-device-controller
Jade Raymond appointed new VP at Google: EA Motive founder joins company just ahead of teased GDC reveal,https://www.gamesindustry.biz/articles/2019-03-12-jade-raymond-appointed-new-vp-of-google
Game industry vet Jade Raymond signs on as a Google VP ,http://www.gamasutra.com/view/news/338511/Game_industry_vet_Jade_Raymond_signs_on_as_a_Google_VP.php
Jade Raymond Named Vice President of Google,https://variety.com/2019/gaming/news/jade-raymond-google-vp-1203161899/
All signs point to a Google game console announcement at GDC,https://arstechnica.com/gadgets/2019/03/all-signs-point-to-a-google-game-console-announcement-at-gdc/
Google Play apps with 150 million installs contain aggressive adware,https://arstechnica.com/information-technology/2019/03/google-play-apps-with-150-million-installs-contains-aggressive-adware/
"Hennig: ""Things are clearly not working the way they used to"" - Uncharted creative director says mass layoffs a red flag that AAA development must change, shift to outsourcing ""feels inevitable""",https://www.gamesindustry.biz/articles/2019-03-07-hennig-things-are-clearly-not-working-the-way-they-used-to
209 were laid off from Blizzard as part of earlier Activision Blizzard cuts ,http://www.gamasutra.com/view/news/338327/209_were_laid_off_from_Blizzard_as_part_of_earlier_Activision_Blizzard_cuts.php
"Blizzard cuts more than 200 US jobs as part of Activision restructure: IT and marketing sees most layoffs, Overwatch firm's cuts account for more than a quarter of planned 800 redundancies",https://www.gamesindustry.biz/articles/2019-03-08-blizzard-cuts-more-than-200-us-jobs-as-part-of-activision-restructure
"Blizzard brings original Diablo to GOG: Game is available now DRM-free, Warcraft and Warcraft II planned as well",https://www.gamesindustry.biz/articles/2019-03-07-blizzard-brings-original-diablo-to-gog
Devil May Cry 5 is Capcom's second UK No.1 of 2019,https://www.gamesindustry.biz/articles/2019-03-12-devil-may-cry-5-is-capcoms-second-uk-no-1-of-2019
Anthem tumbles to No.4,https://www.gamesindustry.biz/articles/2019-03-12-devil-may-cry-5-is-capcoms-second-uk-no-1-of-2019
"Brawl Stars made $150m in its first three months: Supercell's newest game has also passed 75 million installs, biggest audience is US",https://www.gamesindustry.biz/articles/2019-03-13-brawl-stars-made-usd150m-in-its-first-three-months
Marvel Strike Force first-year revenue topped $150 million,http://www.gamasutra.com/view/news/338313/Marvel_Strike_Force_firstyear_revenue_topped_150_million.php
"Octopath Traveler shipped 1.5 million copies, has a mobile prequel on the way ",http://www.gamasutra.com/view/news/338323/Octopath_Traveler_shipped_15_million_copies_has_a_mobile_prequel_on_the_way.php
The Division 2 won't be sold on digital third-party stores following its launch ,http://www.gamasutra.com/view/news/338398/The_Division_2_wont_be_sold_on_digital_thirdparty_stores_following_its_launch.php
EA isn't hosting a press conference at E3 2019 ,http://www.gamasutra.com/view/news/338231/EA_isnt_hosting_a_press_conference_at_E3_2019.php
"EA foregoes EA Play press conference for E3: EA Play will begin the Friday before E3 and focus on hands-on demos, livestreams",https://www.gamesindustry.biz/articles/2019-03-07-ea-foregoes-ea-play-press-conference-for-weekend-event
"Anthem's launch and the power of the sunk-cost fallacy | Opinion: Bioware's latest is one of the most egregiously unfinished and broken launches in many years, but these games often get free pass - for now",https://www.gamesindustry.biz/articles/2019-03-08-anthems-launch-and-the-power-of-the-sunk-cost-fallacy-opinion
"Halo: Master Chief Collection is finally confirmed for PC, will include Reach",https://arstechnica.com/gaming/2019/03/halo-master-chief-collection-is-finally-confirmed-for-pc-will-include-reach/
Game studio funding: The right investor at the right stage ,http://www.gamasutra.com/blogs/JasonDellaRocca/20190312/338412/Game_Studio_Funding_The_Right_Investor_at_the_Right_Stage.php
"""Our whole world fell apart"": The fall of Splendy Games - Simon Sparks offers a cautionary tale of how an ambitious indie collapsed, and the toll it took on his mental health",https://www.gamesindustry.biz/articles/2019-03-13-the-fall-of-splendy-games
Don't let your first game be your last | Opinion: Game Dragons' Philip Oliver advises indies on how to select a project that will set up the future of their studio,https://www.gamesindustry.biz/articles/2019-03-12-dont-let-your-first-game-be-your-last
"Evolving the way we think about community | Opinion: Abusive influencers show companies need to reconsider who they lend their legitimacy to, and how",https://www.gamesindustry.biz/articles/2019-03-13-evolving-the-way-we-think-about-community
SpatialOS dev Improbable is setting up its own game development studios ,http://www.gamasutra.com/view/news/338251/SpatialOS_dev_Improbable_is_setting_up_its_own_game_development_studios.php
"Improbable opens first development studios in London and Edmonton: Former BioWare GM Aaryn Flyn to lead Canadian team, while UK will be headed by former DICE producer John Wasilczyk","../NoW archive/NoW archive/Improbable opens first development studios in London and Edmonton Former BioWare GM Aaryn Flyn to lead Canadian team, while UK will be headed by former DICE producer John Wasilczyk"
"Tim Sweeney: Storefront battle will be won with developer support - Epic Games CEO says PC digital storefronts are ""nearly perfect"" for consumers already",https://www.gamesindustry.biz/articles/2019-03-11-tim-sweeney-storefront-battle-will-be-won-with-developer-support
Epic plans to add an undo button to Fortnite's in-game store ,http://www.gamasutra.com/view/news/338485/Epic_plans_to_add_an_undo_button_to_Fortnites_ingame_store.php
Phoenix Point will be an Epic Games Store exclusive for a year ,http://www.gamasutra.com/view/news/338506/Phoenix_Point_will_be_an_Epic_Games_Store_exclusive_for_a_year.php
Konami building esports centre to help Japan catch up with Western 'pioneers' ,http://www.gamasutra.com/view/news/338320/Konami_building_esports_centre_to_help_Japan_catch_up_with_Western_pioneers.php
"Konami building esports centre in downtown Tokyo: 12-storey building will open doors this November, will offers classes to help grow Japan's esports scene",https://www.gamesindustry.biz/articles/2019-03-08-konami-building-esports-centre-in-downtown-tokyo
How do you spell e-Stadium? ,https://www.lexology.com/library/detail.aspx?g=f006b5c2-e2ea-43bf-84ea-75e14627bc77
"Gaming Luminaries Ninja, DrLupo, And CouRage Sign With Talent Management Firm ‘Loaded’",https://www.tubefilter.com/2019/03/07/ninja-drlupo-courage-talent-management-loaded/
Valve laid off 13 staff and terminated 'a portion' of contracted devs last month ,http://www.gamasutra.com/view/news/338246/Valve_laid_off_13_staff_and_terminated_a_portion_of_contracted_devs_last_month.php
"Valve lays off 13, some involved with VR: Company says layoffs ""do not represent any major changes""",https://www.gamesindustry.biz/articles/2019-03-07-valve-lays-off-13-some-involved-with-vr
"Valve Laid Off Contractors and 13 Employees, Some Working on VR",https://www.roadtovr.com/valve-vr-employee-layoff/
Magic: The Gathering creator Richard Garfield is no longer working on Valve's Artifact ,http://www.gamasutra.com/view/news/338405/Magic_The_Gathering_creator_Richard_Garfield_is_no_longer_working_on_Valves_Artifact.php
"Valve terminates contract with Artifact designer: ""We weren't surprised by the layoff considering how rocky the launch was,"" says Richard Garfield",https://www.gamesindustry.biz/articles/2019-03-11-valve-terminates-contract-with-artifact-designer
GameByte: Parents' increase game spending for their kids by 34% in 2018 - Nintendo Switch is the console children request to spend money on the most,https://www.gamesindustry.biz/articles/2019-03-12-gamebyte-parents-spending-34-percent-more-on-gaming-content-for-their-kids
"Nintendo reportedly asks mobile partners to stop players from spending so much: Company concerned with being perceived as greedy, requests third party developers adjust microtransactions",https://www.gamesindustry.biz/articles/2019-03-07-nintendo-reportedly-asks-mobile-partners-to-stop-players-from-spending-so-much
"Nintendo introduces Nintendo Labo VR Kit: Fourth Labo series kit includes six creations, including VR goggles for ""shareable, simple VR gaming experiences""",https://www.gamesindustry.biz/articles/2019-03-07-nintendo-introduces-nintendo-labo-vr-kit
Brand new Nintendo Labo kits will turn your Switch into a VR headset ,http://www.gamasutra.com/view/news/338220/Brand_new_Nintendo_Labo_kits_will_turn_your_Switch_into_a_VR_headset.php
Nintendo veterans reflect on the risks and rewards of hardware development ,http://www.gamasutra.com/view/news/338568/Nintendo_veterans_reflect_on_the_risks_and_rewards_of_hardware_development.php
Nintendo Jumps into VR (Again) With Switch VR ‘Labo’ Kit Coming in April,https://www.roadtovr.com/nintendo-switch-vr-labo-kit-announcement-april-release/
How VR brought me inside a scary-real radioactive Fukushima reactor: Here’s what it’s like inside the melted down reactors of the Fukushima Daiichi Nuclear Power Plant.,https://www.cnet.com/news/how-vr-brought-inside-a-scary-real-radioactive-fukushima-reactor/
"CAA Continues Foray Into Gaming Creator Space With ‘Criken’, Elspeth Eastman (Exclusive)",https://www.tubefilter.com/2019/03/12/caa-gaming-criken-elspeth-eastman/
Cloud games tech firm Hadean raises £7m,https://www.gamesindustry.biz/articles/2019-03-07-cloud-games-tech-firm-hadean-raises-7m
"Black jackets, sunglasses, and radical accountability as a worker co-op: Scott Benson and Bethany Hockenberry explain why and how The Glory Society follows a ""no bosses needed"" model",https://www.gamesindustry.biz/articles/2019-03-11-the-glory-society-black-jackets-sunglasses-and-radical-accountability
"U.S. Patent No. 6,231,444: Operating device for game machine ",https://www.lexology.com/library/detail.aspx?g=b5b52b5e-f93b-4bbd-bf55-82e021729a0c
Don't Miss: A water interaction model for great video game boat physics ,http://www.gamasutra.com/view/news/237528/Water_interaction_model_for_boats_in_video_games.php
Video: Creating the unique visuals of Homeworld: Deserts of Kharak ,http://www.gamasutra.com/view/news/338508/Video_Creating_the_unique_visuals_of_Homeworld_Deserts_of_Kharak.php
Video: Recreating a classic era in automotive history inMafia III ,http://www.gamasutra.com/view/news/338601/Video_Recreating_a_classic_era_in_automotive_history_in_Mafia_III.php
Netflix is turning Dragon's Dogma into an anime series,http://www.gamasutra.com/view/news/338448/Netflix_is_turning_Dragons_Dogma_into_an_anime_series.php
"Dwarf Fortress is headed to Steam and itch.io, 17 years into its development ",http://www.gamasutra.com/view/news/338577/Dwarf_Fortress_is_headed_to_Steam_and_itchio_17_years_into_its_development.php
"Unknown NES wrestling game discovered, beaten 30 years later",https://arstechnica.com/gaming/2019/03/see-a-long-lost-licensed-nes-wrestling-game-discovered-30-years-later/
"The death of Flash is exaggerated, argues one Flash developer ",http://www.gamasutra.com/view/news/338593/The_death_of_Flash_is_exaggerated_argues_one_Flash_developer.php
The eyes have it: Creating believable digital humans,https://www.gamesindustry.biz/articles/2019-03-11-the-eyes-have-it-creating-believable-digital-humans
Blog: The psychology of matchmaking ,http://gamasutra.com/blogs/JoostVanDongen/20190308/338244/The_psychology_of_matchmaking.php
Blog: The two philosophies of gameplay ,http://www.gamasutra.com/blogs/JoshBycer/20190306/338056/The_Philosophies_of_Gameplay.php
Blog: How music enhances virtual presence ,http://www.gamasutra.com/blogs/WinifredPhillips/20190311/338340/Video_Game_Composers_How_Music_Enhances_Virtual_Presence_GDC_2019.php
DIGITAL,0
Elizabeth Warren Proposes Plan to Break Up Big Tech,https://variety.com/2019/politics/news/elizabeth-warren-big-tech-1203158386/
"Elizabeth Warren proposes breaking up Amazon, Google, and Facebook",https://arstechnica.com/tech-policy/2019/03/elizabeth-warren-proposes-breaking-up-amazon-google-and-facebook/
Here’s how we can break up Big Tech,https://medium.com/@teamwarren/heres-how-we-can-break-up-big-tech-9ad9e0da324c
How To Actually Break Up Big Tech,https://www.techdirt.com/articles/20190309/00004641769/how-to-actually-break-up-big-tech.shtml
"SXSWarren: A day later, Elizabeth Warren defends her Big Tech breakup proposal",https://arstechnica.com/tech-policy/2019/03/sxswarren-a-day-later-elizabeth-warren-defends-her-big-tech-breakup-proposal/
"Elizabeth Warren Wants To Break Up Amazon, Google And Facebook; But Does Her Plan Make Any Sense?",https://www.techdirt.com/articles/20190308/10591041767/elizabeth-warren-wants-to-break-up-amazon-google-facebook-does-her-plan-make-any-sense.shtml
Everyone's Overreacting To The Wrong Thing About Facebook (Briefly) Blocking Elizabeth Warren's Ads,https://www.techdirt.com/articles/20190312/00332641776/everyones-overreacting-to-wrong-thing-about-facebook-briefly-blocking-elizabeth-warrens-ads.shtml
It Sure Sounds Like Elizabeth Warren Wants To Bring The EU Copyright Directive Stateside,https://www.techdirt.com/articles/20190308/17593441768/it-sure-sounds-like-elizabeth-warren-wants-to-bring-eu-copyright-directive-stateside.shtml
House of Lords calls for new Digital Authority to regulate tech giants: New authority would oversee regulation to “facilitate the urgent change that is needed”,https://www.gamesindustry.biz/articles/2019-03-11-house-of-lords-calls-for-new-digital-authority-to-regulate-tech
"Seeking the ""right regulation"" of digital services: Lords' Communications Committee articulates its vision",https://www.lexology.com/library/detail.aspx?g=bda98f2d-6314-41f8-a4f8-2cc205807e80
UK lords call for central 'Digital Authority' to help regulate internet: They want government to take a more aggressive approach.,https://www.engadget.com/2019/03/09/uk-house-of-lords-digital-authority-report/
Regulating in a digital world (House of Lords),https://publications.parliament.uk/pa/ld201719/ldselect/ldcomuni/299/299.pdf
FTC Launches a New Task Force Dedicated to Monitoring the Tech Industry for Anti-Competitive Practices ,https://www.lexology.com/library/detail.aspx?g=5aa5e540-f269-46d0-9236-5411761399f1
Tim Berners-Lee on 30 years of the world wide web: 'We can get the web we want',https://www.theguardian.com/technology/2019/mar/12/tim-berners-lee-on-30-years-of-the-web-if-we-dream-a-little-we-can-get-the-web-we-want
Alexandria Ocasio-Cortez says democracy ‘has a Facebook problem’: The comments came after the platform took down ads criticizing its power,https://www.theverge.com/2019/3/12/18261597/facebook-amazon-alexandria-ocasio-cortez-aoc-elizabeth-warren-democracy-problem
"Facebook and Google to be fined for harmful content, Margot James says ",https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=973600a1bb&e=90a8528ef9
As anti-vax movement gets weirder—and dumber—Facebook announces crackdown,https://arstechnica.com/science/2019/03/as-anti-vax-movement-gets-weirder-and-dumber-facebook-announces-crackdown/
Anti-vaxx 'mobs': doctors face harassment campaigns on Facebook ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=724369d585&e=90a8528ef9
Zuckerberg: Facebook will shift focus to private networks instead of open ones,https://arstechnica.com/gadgets/2019/03/zuckerberg-facebook-will-shift-focus-to-private-networks-instead-of-open-ones/
"Why Facebook’s pivot to privacy could backfire: If all this is a PR stunt, it would be a very bad bargain",https://www.theverge.com/interface/2019/3/8/18255480/facebook-pivot-privacy-mark-zuckerberg-pr-stunt
Facebook Watch Sets New 24-Hour Viewing Record With Jada Pinkett Smith’s ‘Red Table Talk’,https://www.tubefilter.com/2019/03/07/facebook-watch-red-table-talk-view-count-jordyn-woods/
"Facebook Watch’s New Video Incubator To Act As Matchmaker For Publishers, Influencers",https://www.tubefilter.com/2019/03/13/facebook-watch-incubator-publishers-influencers/
Zuckerberg: Facebook is Building a Machine to Read Your Thoughts,https://futurism.com/facebook-brain-computer-interface-zuckerberg/
Facebook’s Privacy Cake,https://stratechery.com/2019/facebooks-privacy-cake/
"A Trip Inside Mark Zuckerberg’s Sprawling, Embattled Compound in Hawaii",https://gizmodo.com/a-trip-inside-mark-zuckerberg-s-sprawling-embattled-co-1833142966
"Yes, Actually, There Is A Lot Of Good News In Zuckerberg's New Plans For Facebook",https://www.techdirt.com/articles/20190306/18040441750/yes-actually-there-is-lot-good-news-zuckerbergs-new-plans-facebook.shtml
"Facebook is testing 'Watch Party' features on Instagram, too",https://www.engadget.com/2019/03/08/facebook-testing-watch-party-features-on-instagram-too/
"Facebook Watch’s New Video Incubator To Act As Matchmaker For Publishers, Influencers",https://www.tubefilter.com/2019/03/13/facebook-watch-incubator-publishers-influencers/
"When Facebook Goes Down, Don't Blame Hackers",https://www.wired.com/story/facebook-down-dont-blame-hackers/
Instagram founders on Snapchat and breaking up Facebook,https://www.engadget.com/2019/03/11/kevin-systrom-mike-krieger-instagram-founders-snapchat-facebook/
"Do People Want A Better Facebook, Or A Dead Facebook?",https://www.techdirt.com/articles/20190310/23214341772/do-people-want-better-facebook-dead-facebook.shtml
"How Two Years Of Instagram Stories Has Altered The Way We Love, Act And Play",https://www.esquire.com/uk/culture/a22588567/how-two-years-of-instagram-stories-has-altered-the-way-we-love-act-and-play/
Dangerous Speech and Misinformation Fans India – Pakistan War ,https://harvard.us10.list-manage.com/track/click?u=ef13e6d75b74b1791f13115cd&id=98e3c9d8e1&e=90a8528ef9
GOP funds messaging sites that look remarkably like trusted local news,https://arstechnica.com/gaming/2019/03/local-news-imitation-sites-deal-in-gop-political-messaging/
The Company That Owns MrBeast And Jake Paul’s YouTube MCN Just Lost Its Network Status For “Egregious and Repeated” Policy Violations,https://www.tubefilter.com/2019/03/08/mrbeast-jake-paul-mcn-lost-status/
"YouTube Terminated Yeah1’s MCN Status, So It’s Selling ScaleLab Back To Original Owners For $12 Million",https://tubefilter.us1.list-manage.com/track/click?u=f2851f4d2ca0bc9451d398851&id=ca4fc8eb1f&e=45729ae7ce
YouTube Terminates All ‘SevenAwesomeKids’ Channels After Owner Ian Rylett Pleads Guilty To Child Abuse,https://www.tubefilter.com/2019/03/13/youtube-sevenawesomekids-ian-rylett-terminated/
YouTube Star Olivia Jade Emerges As Beneficiary In College Bribery Scandal,https://www.tubefilter.com/2019/03/13/olivia-jade-college-bribery-scandal/
YouTube Continues Conspiracy Crackdown With Fact-Checking Cards On Search Results,https://www.tubefilter.com/2019/03/08/youtube-information-panels-conspiracy-theories/
Here’s How YouTube Fought ‘Captain Marvel’ Trolls,https://www.tubefilter.com/2019/03/08/heres-how-youtube-fought-captain-marvel-trolls/
YouTube fought Brie Larson trolls by changing its search algorithm,https://www.theverge.com/2019/3/8/18255265/brie-larson-youtube-captain-marvel-mcu-algorithm-review-bomb-trolls
Father Of Alison Parker Accuses YouTube Of Promoting Conspiracy Theories About His Daughter’s Murder,https://www.tubefilter.com/2019/03/07/father-of-alison-parker-accuses-youtube-of-promoting-conspiracy-theories-about-his-daughters-murder/
"Youtube’s Family Vloggers Worry About Their Future Amid Comment Section Crackdown: Without comments, YouTube is just ‘short films’",https://www.theverge.com/2019/3/7/18250689/youtube-family-vloggers-comments-sections-minors-predator-behavior-monetization
"YouTube, Louis Vuitton Host Emma Chamberlain At Paris Fashion Week",https://www.tubefilter.com/2019/03/07/youtube-louis-vuitton-emma-chamberlain/
Disaster In The Making: Article 13 Puts User Rights At A Disadvantage To Corporate Greed,https://www.techdirt.com/articles/20190307/18013141762/disaster-making-article-13-puts-user-rights-disadvantage-to-corporate-greed.shtml
Major Labels Split On Support For Article 13; As Music Publishers Whine That They Can't Make Money From Parodies,https://www.techdirt.com/articles/20190301/22225341713/major-labels-split-support-article-13-as-music-publishers-whine-that-they-cant-make-money-parodies.shtml
UN Human Rights Expert Warns EU Not To Pass Article 13,https://www.techdirt.com/articles/20190312/11132541783/un-human-rights-expert-warns-eu-not-to-pass-article-13.shtml
